ICD9_CODE,LONG_TITLE
85401,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness"
85402,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85403,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85404,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85405,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85406,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration"
8600,Traumatic pneumothorax without mention of open wound into thorax
8601,Traumatic pneumothorax with open wound into thorax
8602,Traumatic hemothorax without mention of open wound into thorax
8603,Traumatic hemothorax with open wound into thorax
8604,Traumatic pneumohemothorax without mention of open wound into thorax
8605,Traumatic pneumohemothorax with open wound into thorax
86100,Unspecified injury of heart without mention of open wound into thorax
86101,Contusion of heart without mention of open wound into thorax
86102,Laceration of heart without penetration of heart chambers or without mention of open wound into thorax
86103,Laceration of heart with penetration of heart chambers without mention of open wound into thorax
86110,Unspecified injury of heart with open wound into thorax
86112,"Laceration of heart without penetration of heart chambers, with open wound into thorax"
86113,Laceration of heart with penetration of heart chambers with open wound into thorax
86120,Unspecified injury of lung without mention of open wound into thorax
86121,Contusion of lung without mention of open wound into thorax
86122,Laceration of lung without mention of open wound into thorax
86130,Unspecified injury of lung with open wound into thorax
86131,Contusion of lung with open wound into thorax
86132,Laceration of lung with open wound into thorax
8620,"Injury to diaphragm, without mention of open wound into cavity"
8621,"Injury to diaphragm, with open wound into cavity"
86222,Injury to esophagus without mention of open wound into cavity
86229,Injury to other specified intrathoracic organs without mention of open wound into cavity
86232,Injury to esophagus with open wound into cavity
86239,Injury to other specified intrathoracic organs with open wound into cavity
8629,"Injury to multiple and unspecified intrathoracic organs, with open wound into cavity"
8630,"Injury to stomach, without mention of open wound into cavity"
8631,"Injury to stomach, with open wound into cavity"
86320,"Injury to small intestine, unspecified site, without open wound into cavity"
86321,"Injury to duodenum, without open wound into cavity"
86329,"Other injury to small intestine, without mention of open wound into cavity"
86330,"Injury to small intestine, unspecified site, with open wound into cavity"
86331,"Injury to duodenum, with open wound into cavity"
86339,"Other injury to small intestine, with open wound into cavity"
86340,"Injury to colon, unspecified site, without mention of open wound into cavity"
86342,"Injury to transverse colon, without mention of open wound into cavity"
86343,"Injury to descending [left] colon, without mention of open wound into cavity"
86344,"Injury to sigmoid colon, without mention of open wound into cavity"
86345,"Injury to rectum, without mention of open wound into cavity"
86349,"Other injury to colon or rectum, without mention of open wound into cavity"
86350,"Injury to colon, unspecified site, with open wound into cavity"
86351,"Injury to ascending [right] colon, with open wound into cavity"
86352,"Injury to transverse colon, with open wound into cavity"
86353,"Injury to descending [left] colon, with open wound into cavity"
86354,"Injury to sigmoid colon, with open wound into cavity"
86355,"Injury to rectum, with open wound into cavity"
86381,"Injury to pancreas, head, without mention of open wound into cavity"
86383,"Injury to pancreas, tail, without mention of open wound into cavity"
86384,"Injury to pancreas, multiple and unspecified sites, without mention of open wound into cavity"
86389,"Injury to other gastrointestinal sites, without mention of open wound into cavity"
86393,"Injury to pancreas, tail, with open wound into cavity"
86394,"Injury to pancreas, multiple and unspecified sites, with open wound into cavity"
86399,"Injury to other gastrointestinal sites, with open wound into cavity"
86400,"Injury to liver without mention of open wound into cavity, unspecified injury"
86401,"Injury to liver without mention of open wound into cavity, hematoma and contusion"
86402,"Injury to liver without mention of open wound into cavity, laceration, minor"
86403,"Injury to liver without mention of open wound into cavity, laceration, moderate"
86404,"Injury to liver without mention of open wound into cavity, laceration, major"
86405,"Injury to liver without mention of open wound into cavity laceration, unspecified"
86409,Other injury to liver without mention of open wound into cavity
86411,"Injury to liver with open wound into cavity, hematoma and contusion"
86412,"Injury to liver with open wound into cavity, laceration, minor"
86413,"Injury to liver with open wound into cavity, laceration, moderate"
86414,"Injury to liver with open wound into cavity, laceration, major"
86415,"Injury to liver with open wound into cavity, laceration, unspecified"
86419,Other injury to liver with open wound into cavity
86500,"Injury to spleen without mention of open wound into cavity, unspecified injury"
86501,"Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule"
86502,"Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma"
86503,"Injury to spleen without mention of open wound into cavity, laceration extending into parenchyma"
86504,"Injury to spleen without mention of open wound into cavity, massive parenchymal disruption"
86509,Other injury into spleen without mention of open wound into cavity
86510,"Injury to spleen with open wound into cavity, unspecified injury"
86511,"Injury to spleen with open wound into cavity, hematoma without rupture of capsule"
86512,"Injury to spleen with open wound into cavity, capsular tears, without major disruption of parenchyma"
86513,"Injury to spleen with open wound into cavity, laceration extending into parenchyma"
86514,"Injury to spleen with open wound into cavity, massive parenchyma disruption"
86600,"Injury to kidney without mention of open wound into cavity, unspecified injury"
86601,"Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule"
86602,"Injury to kidney without mention of open wound into cavity, laceration"
86603,"Injury to kidney without mention of open wound into cavity, complete disruption of kidney parenchyma"
86610,"Injury to kidney with open wound into cavity, unspecified injury"
86611,"Injury to kidney with open wound into cavity, hematoma without rupture of capsule"
86612,"Injury to kidney with open wound into cavity, laceration"
86613,"Injury to kidney with open wound into cavity, complete disruption of kidney parenchyma"
8670,"Injury to bladder and urethra, without mention of open wound into cavity"
8671,"Injury to bladder and urethra, with open wound into cavity"
8672,"Injury to ureter, without mention of open wound into cavity"
8676,"Injury to other specified pelvic organs, without mention of open wound into cavity"
8677,"Injury to other specified pelvic organs, with open wound into cavity"
8678,"Injury to unspecified pelvic organ, without mention of open wound into cavity"
8679,"Injury to unspecified pelvic organ, with open wound into cavity"
86800,"Injury to other intra-abdominal organs without mention of open wound into cavity, unspecified intra-abdominal organ"
86801,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland"
86802,"Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder"
86803,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum"
86804,"Injury to other intra-abdominal organs without mention of open wound into cavity, retroperitoneum"
86809,Injury to other and multiple intra-abdominal organs without mention of open wound into cavity
86810,"Injury to other intra-abdominal organs with open wound into cavity, unspecified intra-abdominal organ"
86812,"Injury to other intra-abdominal organs with open wound into cavity, bile duct and gallbladder"
86813,"Injury to other intra-abdominal organs with open wound into cavity, peritoneum"
86814,"Injury to other intra-abdominal organs with open wound into cavity, retroperitoneum"
86819,"Injury to other and multiple intra-abdominal organs, with open wound into cavity"
8690,Internal injury to unspecified or ill-defined organs without mention of open wound into cavity
8691,Internal injury to unspecified or ill-defined organs with open wound into cavity
8700,Laceration of skin of eyelid and periocular area
8701,"Laceration of eyelid, full-thickness, not involving lacrimal passages"
8702,Laceration of eyelid involving lacrimal passages
8703,"Penetrating wound of orbit, without mention of foreign body"
8704,Penetrating wound of orbit with foreign body
8708,Other specified open wounds of ocular adnexa
8710,Ocular laceration without prolapse of intraocular tissue
8711,Ocular laceration with prolapse or exposure of intraocular tissue
8712,Rupture of eye with partial loss of intraocular tissue
8713,Avulsion of eye
8716,Penetration of eyeball with (nonmagnetic) foreign body
87200,"Open wound of external ear, unspecified site, without mention of complication"
87201,"Open wound of auricle, ear, without mention of complication"
87202,"Open wound of auditory canal, without mention of complication"
87261,"Open wound of ear drum, without mention of complication"
87264,"Open wound of cochlea, without mention of complication"
87269,"Open wound of other and multiple sites of ear, without mention of complication"
8728,"Open wound of ear, part unspecified, without mention of complication"
8730,"Open wound of scalp, without mention of complication"
8731,"Open wound of scalp, complicated"
87320,"Open wound of nose, unspecified site, without mention of complication"
87321,"Open wound of nasal septum, without mention of complication"
87322,"Open wound of nasal cavity, without mention of complication"
87323,"Open wound of nasal sinus, without mention of complication"
87330,"Open wound of nose, unspecified site, complicated"
87333,"Open wound of nasal sinus, complicated"
87340,"Open wound of face, unspecified site, without mention of complication"
87341,"Open wound of cheek, without mention of complication"
87342,"Open wound of forehead, without mention of complication"
87343,"Open wound of lip, without mention of complication"
87344,"Open wound of jaw, without mention of complication"
87349,"Open wound of other and multiple sites of face, without mention of complication"
87350,"Open wound of face, unspecified site, complicated"
87351,"Open wound of cheek, complicated"
87352,"Open wound of forehead, complicated"
87353,"Open wound of lip, complicated"
87354,"Open wound of jaw, complicated"
87359,"Open wound of other and multiple sites of face, complicated"
87360,"Open wound of mouth, unspecified site, without mention of complication"
87361,"Open wound of buccal mucosa, without mention of complication"
87363,"Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication"
87364,"Open wound of tongue and floor of mouth, without mention of complication"
87365,"Open wound of palate, without mention of complication"
87371,"Open wound of buccal mucosa, complicated"
87373,"Open wound of tooth (broken) (fractured) (due to trauma), complicated"
87374,"Open wound of tongue and floor of mouth, complicated"
8738,Other and unspecified open wound of head without mention of complication
8739,"Other and unspecified open wound of head, complicated"
87402,"Open wound of trachea, without mention of complication"
87411,"Open wound of larynx, complicated"
87412,"Open wound of trachea, complicated"
8742,"Open wound of thyroid gland, without mention of complication"
8744,"Open wound of pharynx, without mention of complication"
8745,"Open wound of pharynx, complicated"
8748,"Open wound of other and unspecified parts of neck, without mention of complication"
8749,"Open wound of other and unspecified parts of neck, complicated"
8750,"Open wound of chest (wall), without mention of complication"
8751,"Open wound of chest (wall), complicated"
8760,"Open wound of back, without mention of complication"
8761,"Open wound of back, complicated"
8770,"Open wound of buttock, without mention of complication"
8780,"Open wound of penis, without mention of complication"
8782,"Open wound of scrotum and testes, without mention of complication"
8783,"Open wound of scrotum and testes, complicated"
8785,"Open wound of vulva, complicated"
8786,"Open wound of vagina, without mention of complication"
8787,"Open wound of vagina, complicated"
8790,"Open wound of breast, without mention of complication"
8791,"Open wound of breast, complicated"
8792,"Open wound of abdominal wall, anterior, without mention of complication"
8793,"Open wound of abdominal wall, anterior, complicated"
8794,"Open wound of abdominal wall, lateral, without mention of complication"
8795,"Open wound of abdominal wall, lateral, complicated"
8796,"Open wound of other and unspecified parts of trunk, without mention of complication"
8797,"Open wound of other and unspecified parts of trunk, complicated"
8798,"Open wound(s) (multiple) of unspecified site(s), without mention of complication"
8799,"Open wound(s) (multiple) of unspecified site(s), complicated"
88000,"Open wound of shoulder region, without mention of complication"
88001,"Open wound of scapular region, without mention of complication"
88002,"Open wound of axillary region, without mention of complication"
88003,"Open wound of upper arm, without mention of complication"
88012,"Open wound of axillary region, complicated"
88013,"Open wound of upper arm, complicated"
88019,"Open wound of multiple sites of shoulder and upper arm, complicated"
88020,"Open wound of shoulder region, with tendon involvement"
88023,"Open wound of upper arm, with tendon involvement"
88029,"Open wound of multiple sites of shoulder and upper arm, with tendon involvement"
88100,"Open wound of forearm, without mention of complication"
88101,"Open wound of elbow, without mention of complication"
88102,"Open wound of wrist, without mention of complication"
88110,"Open wound of forearm, complicated"
88111,"Open wound of elbow, complicated"
88112,"Open wound of wrist, complicated"
88120,"Open wound of forearm, with tendon involvement"
88121,"Open wound of elbow, with tendon involvement"
88122,"Open wound of wrist, with tendon involvement"
8820,"Open wound of hand except finger(s) alone, without mention of complication"
8821,"Open wound of hand except finger(s) alone, complicated"
8822,"Open wound of hand except finger(s) alone, with tendon involvement"
8830,"Open wound of finger(s), without mention of complication"
8831,"Open wound of finger(s), complicated"
8832,"Open wound of finger(s), with tendon involvement"
8840,"Multiple and unspecified open wound of upper limb, without mention of complication"
8850,"Traumatic amputation of thumb (complete)(partial), without mention of complication"
8851,"Traumatic amputation of thumb (complete)(partial), complicated"
8860,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication"
8861,"Traumatic amputation of other finger(s) (complete) (partial), complicated"
8870,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication"
8871,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated"
8872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication"
8873,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated"
8875,"Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated"
8900,"Open wound of hip and thigh, without mention of complication"
8901,"Open wound of hip and thigh, complicated"
8902,"Open wound of hip and thigh, with tendon involvement"
8910,"Open wound of knee, leg [except thigh], and ankle, without mention of complication"
8911,"Open wound of knee, leg [except thigh], and ankle, complicated"
8912,"Open wound of knee, leg [except thigh], and ankle, with tendon involvement"
8920,"Open wound of foot except toe(s) alone, without mention of complication"
8921,"Open wound of foot except toe(s) alone, complicated"
8922,"Open wound of foot except toe(s) alone, with tendon involvement"
8930,"Open wound of toe(s), without mention of complication"
8940,"Multiple and unspecified open wound of lower limb, without mention of complication"
8960,"Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication"
8961,"Traumatic amputation of foot (complete) (partial), unilateral, complicated"
8970,"Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, without mention of complication"
8972,"Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, without mention of complication"
8973,"Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, complicated"
8977,"Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], complicated"
90001,Injury to common carotid artery
90002,Injury to external carotid artery
90003,Injury to internal carotid artery
9001,Injury to internal jugular vein
90081,Injury to external jugular vein
90082,Injury to multiple blood vessels of head and neck
90089,Injury to other specified blood vessels of head and neck
9009,Injury to unspecified blood vessel of head and neck
9010,Injury to thoracic aorta
9011,Injury to innominate and subclavian arteries
9012,Injury to superior vena cava
9013,Injury to innominate and subclavian veins
90140,"Injury to pulmonary vessel(s), unspecified"
90141,Injury to pulmonary artery
90142,Injury to pulmonary vein
90181,Injury to intercostal artery or vein
90182,Injury to internal mammary artery or vein
9019,Injury to unspecified blood vessel of thorax
9020,Injury to abdominal aorta
90210,"Injury to inferior vena cava, unspecified"
90220,"Injury to celiac and mesenteric arteries, unspecified"
90221,Injury to gastric artery
90222,Injury to hepatic artery
90223,Injury to splenic artery
90225,Injury to superior mesenteric artery (trunk)
90226,Injury to primary branches of superior mesenteric artery
90229,"Injury to celiac and mesenteric arteries, other"
90233,Injury to portal vein
90234,Injury to splenic vein
90241,Injury to renal artery
90242,Injury to renal vein
90251,Injury to hypogastric artery
90253,Injury to iliac artery
90254,Injury to iliac vein
90287,Injury to multiple blood vessels of abdomen and pelvis
90289,Injury to other specified blood vessels of abdomen and pelvis
9029,Injury to unspecified blood vessel of abdomen and pelvis
90301,Injury to axillary artery
9031,Injury to brachial blood vessels
9032,Injury to radial blood vessels
9033,Injury to ulnar blood vessels
9034,Injury to palmar artery
9035,Injury to digital blood vessels
9038,Injury to other specified blood vessels of upper extremity
9039,Injury to unspecified blood vessel of upper extremity
9040,Injury to common femoral artery
9041,Injury to superficial femoral artery
9042,Injury to femoral veins
9043,Injury to saphenous veins
90441,Injury to popliteal artery
90442,Injury to popliteal vein
90450,"Injury to tibial vessel(s), unspecified"
90451,Injury to anterior tibial artery
90453,Injury to posterior tibial artery
9046,Injury to deep plantar blood vessels
9047,Injury to other specified blood vessels of lower extremity
9048,Injury to unspecified blood vessel of lower extremity
9050,Late effect of fracture of skull and face bones
9051,Late effect of fracture of spine and trunk without mention of spinal cord lesion
9052,Late effect of fracture of upper extremities
9053,Late effect of fracture of neck of femur
9054,Late effect of fracture of lower extremities
9055,Late effect of fracture of multiple and unspecified bones
9056,Late effect of dislocation
9059,Late effect of traumatic amputation
9060,"Late effect of open wound of head, neck, and trunk"
9061,Late effect of open wound of extremities without mention of tendon injury
9063,Late effect of contusion
9064,Late effect of crushing
9065,"Late effect of burn of eye, face, head, and neck"
9067,Late effect of burn of other extremities
9068,Late effect of burns of other specified sites
9070,Late effect of intracranial injury without mention of skull fracture
9072,Late effect of spinal cord injury
9074,Late effect of injury to peripheral nerve of shoulder girdle and upper limb
9075,Late effect of injury to peripheral nerve of pelvic girdle and lower limb
9080,Late effect of internal injury to chest
9081,Late effect of internal injury to intra-abdominal organs
9082,Late effect of internal injury to other internal organs
9083,"Late effect of injury to blood vessel of head, neck, and extremities"
9086,Late effect of certain complications of trauma
9089,Late effect of unspecified injury
9090,"Late effect of poisoning due to drug, medicinal or biological substance"
9092,Late effect of radiation
9093,Late effect of complications of surgical and medical care
9094,Late effect of certain other external causes
9095,"Late effect of adverse effect of drug, medicinal or biological substance"
9099,Late effect of other and unspecified external causes
9100,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
9102,"Blister of face, neck, and scalp except eye, without mention of infection"
9104,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection"
9108,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"
9110,"Abrasion or friction burn of trunk, without mention of infection"
9112,"Blister of trunk, without mention of infection"
9114,"Insect bite, nonvenomous of trunk, without mention of infection"
9116,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection"
9120,"Abrasion or friction burn of shoulder and upper arm, without mention of infection"
9122,"Blister of shoulder and upper arm, without mention of infection"
9125,"Insect bite, nonvenomous of shoulder and upper arm, infected"
9130,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection"
9132,"Blister of elbow, forearm, and wrist, without mention of infection"
9140,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection"
9142,"Blister of hand(s) except finger(s) alone, without mention of infection"
9149,"Other and unspecified superficial injury of hand(s) except finger(s) alone, infected"
9152,"Blister of finger(s), without mention of infection"
9160,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection"
9161,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected"
9162,"Blister of hip, thigh, leg, and ankle, without mention of infection"
9164,"Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection"
9165,"Insect bite, nonvenomous of hip, thigh, leg, and ankle, infected"
9170,"Abrasion or friction burn of foot and toe(s), without mention of infection"
9171,"Abrasion or friction burn of foot and toe(s), infected"
9172,"Blister of foot and toe(s), without mention of infection"
9173,"Blister of foot and toe(s), infected"
9180,Superficial injury of eyelids and periocular area
9181,Superficial injury of cornea
9189,Other and unspecified superficial injuries of eye
9190,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection"
9191,"Abrasion or friction burn of other, multiple, and unspecified sites, infected"
9196,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound and without mention of infection"
9198,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection"
920,"Contusion of face, scalp, and neck except eye(s)"
9210,"Black eye, not otherwise specified"
9211,Contusion of eyelids and periocular area
9212,Contusion of orbital tissues
9213,Contusion of eyeball
9219,Unspecified contusion of eye
9220,Contusion of breast
9221,Contusion of chest wall
9222,Contusion of abdominal wall
92231,Contusion of back
92232,Contusion of buttock
9224,Contusion of genital organs
9228,Contusion of multiple sites of trunk
9229,Contusion of unspecified part of trunk
92300,Contusion of shoulder region
92301,Contusion of scapular region
92303,Contusion of upper arm
92309,Contusion of multiple sites of shoulder and upper arm
92310,Contusion of forearm
92311,Contusion of elbow
92320,Contusion of hand(s)
92321,Contusion of wrist
9233,Contusion of finger
9238,Contusion of multiple sites of upper limb
9239,Contusion of unspecified part of upper limb
92400,Contusion of thigh
92401,Contusion of hip
92410,Contusion of lower leg
92411,Contusion of knee
92420,Contusion of foot
92421,Contusion of ankle
9243,Contusion of toe
9245,Contusion of unspecified part of lower limb
9248,"Contusion of multiple sites, not elsewhere classified"
9249,Contusion of unspecified site
9251,Crushing injury of face and scalp
9252,Crushing injury of neck
9260,Crushing injury of external genitalia
92612,Crushing injury of buttock
92619,Crushing injury of other specified sites of trunk
92701,Crushing injury of scapular region
92710,Crushing injury of forearm
92720,Crushing injury of hand(s)
92721,Crushing injury of wrist
9273,Crushing injury of finger(s)
9278,Crushing injury of multiple sites of upper limb
92800,Crushing injury of thigh
92801,Crushing injury of hip
92810,Crushing injury of lower leg
92811,Crushing injury of knee
92820,Crushing injury of foot
92821,Crushing injury of ankle
9301,Foreign body in conjunctival sac
9308,Foreign body in other and combined sites on external eye
9309,Foreign body in unspecified site on external eye
932,Foreign body in nose
9330,Foreign body in pharynx
9331,Foreign body in larynx
9340,Foreign body in trachea
9341,Foreign body in main bronchus
9348,Foreign body in other specified parts bronchus and lung
9349,"Foreign body in respiratory tree, unspecified"
9351,Foreign body in esophagus
9352,Foreign body in stomach
936,Foreign body in intestine and colon
937,Foreign body in anus and rectum
938,"Foreign body in digestive system, unspecified"
9390,Foreign body in bladder and urethra
9392,Foreign body in vulva and vagina
9393,Foreign body in penis
94100,"Burn of unspecified degree of face and head, unspecified site"
94108,Burn of unspecified degree of neck
94126,"Blisters, epidermal loss [second degree] of scalp [any part]"
94127,"Blisters, epidermal loss [second degree] of forehead and cheek"
94128,"Blisters, epidermal loss [second degree] of neck"
94203,Burn of unspecified degree of abdominal wall
94204,Burn of unspecified degree of back [any part]
94209,Burn of unspecified degree of other and multiple sites of trunk
94214,Erythema [first degree] of back [any part]
94224,"Blisters, epidermal loss [second degree] of back [any part]"
94232,"Full-thickness skin loss [third degree, not otherwise specified] of chest wall, excluding breast and nipple"
94234,"Full-thickness skin loss [third degree,not otherwise specified] of back [any part]"
94320,"Blisters, epidermal loss [second degree] of upper limb, unspecified site"
94321,"Blisters, epidermal loss [second degree] of forearm"
94323,"Blisters, epidermal loss [second degree] of upper arm"
94325,"Blisters, epidermal loss [second degree] of shoulder"
94332,"Full-thickness skin loss [third degree, not otherwise specified] of elbow"
94335,"Full-thickness skin loss [third degree, not otherwise specified] of shoulder"
94401,Burn of unspecified degree of single digit (finger (nail) other than thumb
94420,"Blisters, epidermal loss [second degree] of hand, unspecified site"
94421,"Blisters, epidermal loss [second degree] of single digit [finger (nail)] other than thumb"
94423,"Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb"
94425,"Blisters, epidermal loss [second degree] of palm"
94426,"Blisters , epidermal loss [second degree] of back of hand"
94504,Burn of unspecified degree of lower leg
94519,Erythema [first degree] of multiple sites of lower limb(s)
94522,"Blisters, epidermal loss [second degree] of foot"
94524,"Blisters, epidermal loss [second degree] of lower leg"
94532,Full-thickness skin loss [third degree NOS] of foot
94534,Full-thickness skin loss [third degree nos] of lower leg
94536,Full-thickness skin loss [third degree NOS] of thigh [any part]
9462,"Blisters, epidermal loss [second degree] of multiple specified sites"
9471,"Burn of larynx, trachea, and lung"
9472,Burn of esophagus
9473,Burn of gastrointestinal tract
94800,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified"
94840,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, less than 10 percent or unspecified"
94850,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified"
9500,Optic nerve injury
9509,Injury to unspecified optic nerve and pathways
9510,Injury to oculomotor nerve
9513,Injury to abducens nerve
9514,Injury to facial nerve
9515,Injury to acoustic nerve
9517,Injury to hypoglossal nerve
9518,Injury to other specified cranial nerves
95200,C1-C4 level with unspecified spinal cord injury
95202,C1-C4 level with anterior cord syndrome
95203,C1-C4 level with central cord syndrome
95204,C1-C4 level with other specified spinal cord injury
95205,C5-C7 level with unspecified spinal cord injury
95206,C5-C7 level with complete lesion of spinal cord
95207,C5-C7 level with anterior cord syndrome
95208,C5-C7 level with central cord syndrome
95209,C5-C7 level with other specified spinal cord injury
95214,T1-T6 level with other specified spinal cord injury
95215,T7-T12 level with unspecified spinal cord injury
95219,T7-T12 level with other specified spinal cord injury
9523,Sacral spinal cord injury without evidence of spinal bone injury
9524,Cauda equina spinal cord injury without evidence of spinal bone injury
9528,Multiple sites of spinal cord injury without evidence of spinal bone injury
9529,Unspecified site of spinal cord injury without evidence of spinal bone injury
9530,Injury to cervical nerve root
9531,Injury to dorsal nerve root
9534,Injury to brachial plexus
9535,Injury to lumbosacral plexus
9539,Injury to unspecified site of nerve roots and spinal plexus
9540,"Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles"
9551,Injury to median nerve
9552,Injury to ulnar nerve
9553,Injury to radial nerve
9555,"Injury to cutaneous sensory nerve, upper limb"
9556,"Injury to digital nerve, upper limb"
9557,Injury to other specified nerve(s) of shoulder girdle and upper limb
9558,Injury to multiple nerves of shoulder girdle and upper limb
9559,Injury to unspecified nerve of shoulder girdle and upper limb
9561,Injury to femoral nerve
9562,Injury to posterior tibial nerve
9563,Injury to peroneal nerve
9569,Injury to unspecified nerve of pelvic girdle and lower limb
9570,Injury to superficial nerves of head and neck
9571,Injury to other specified nerve(s)
9578,Injury to multiple nerves in several parts
9579,"Injury to nerves, unspecified site"
9580,Air embolism
9581,Fat embolism
9582,Secondary and recurrent hemorrhage
9583,Posttraumatic wound infection not elsewhere classified
9584,Traumatic shock
9585,Traumatic anuria
9587,Traumatic subcutaneous emphysema
9588,Other early complications of trauma
95891,Traumatic compartment syndrome of upper extremity
95892,Traumatic compartment syndrome of lower extremity
95893,Traumatic compartment syndrome of abdomen
95899,Traumatic compartment syndrome of other sites
95901,"Head injury, unspecified"
95909,Injury of face and neck
95911,Other injury of chest wall
95912,Other injury of abdomen
95914,Other injury of external genitals
95919,Other injury of other sites of trunk
9592,Shoulder and upper arm injury
9593,"Elbow, forearm, and wrist injury"
9594,"Hand, except finger injury"
9595,Finger injury
9596,Hip and thigh injury
9597,"Knee, leg, ankle, and foot injury"
9598,"Other specified sites, including multiple injury"
9599,Unspecified site injury
9600,Poisoning by penicillins
9604,Poisoning by tetracycline group
9605,Poisoning of cephalosporin group
9610,Poisoning by sulfonamides
9614,Poisoning by antimalarials and drugs acting on other blood protozoa
9617,Poisoning by antiviral drugs
9618,Poisoning by other antimycobacterial drugs
9619,Poisoning by other and unspecified anti-infectives
9623,Poisoning by insulins and antidiabetic agents
9627,Poisoning by thyroid and thyroid derivatives
9630,Poisoning by antiallergic and antiemetic drugs
9631,Poisoning by antineoplastic and immunosuppressive drugs
9635,"Poisoning by vitamins, not elsewhere classified"
9642,Poisoning by anticoagulants
96500,"Poisoning by opium (alkaloids), unspecified"
96501,Poisoning by heroin
96502,Poisoning by methadone
96509,Poisoning by other opiates and related narcotics
9651,Poisoning by salicylates
9654,"Poisoning by aromatic analgesics, not elsewhere classified"
96561,Poisoning by propionic acid derivatives
96569,Poisoning by other antirheumatics
9658,Poisoning by other specified analgesics and antipyretics
9661,Poisoning by hydantoin derivatives
9663,Poisoning by other and unspecified anticonvulsants
9664,Poisoning by anti-Parkinsonism drugs
9670,Poisoning by barbiturates
9671,Poisoning by chloral hydrate group
9678,Poisoning by other sedatives and hypnotics
9679,Poisoning by unspecified sedative or hypnotic
9680,Poisoning by central nervous system muscle-tone depressants
9683,Poisoning by intravenous anesthetics
9684,Poisoning by other and unspecified general anesthetics
9685,Surface (topical) and infiltration anesthetics
96901,Poisoning by monoamine oxidase inhibitors
96903,Poisoning by selective serotonin reuptake inhibitors
96905,Poisoning by tricyclic antidepressants
96909,Poisoning by other antidepressants
9691,Poisoning by phenothiazine-based tranquilizers
9693,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
9694,Poisoning by benzodiazepine-based tranquilizers
9695,Poisoning by other tranquilizers
9696,Poisoning by psychodysleptics (hallucinogens)
96971,Poisoning by caffeine
96972,Poisoning by amphetamines
96979,Poisoning by other psychostimulants
9698,Poisoning by other specified psychotropic agents
9701,Poisoning by opiate antagonists
97081,Poisoning by cocaine
9710,Poisoning by parasympathomimetics (cholinergics)
9711,Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics
9712,Poisoning by sympathomimetics [adrenergics]
9713,Poisoning by sympatholytics [antiadrenergics]
9720,Poisoning by cardiac rhythm regulators
9721,Poisoning by cardiotonic glycosides and drugs of similar action
